,Week5_Covid,Week4_Covid,Week3_Covid,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Days_passed,Duration,Class_label,Start_date,End_date
40,4,1,4,4,3,3,4,385,7,2,2021-03-08,2021-03-15
41,2,1,3,3,4,2,3,420,105,2,2021-04-12,2021-07-26
42,1,1,3,4,1,3,1,287,42,2,2020-11-30,2021-01-11
43,3,2,1,2,2,3,2,357,21,2,2021-02-08,2021-03-01
44,1,1,3,2,3,2,1,168,140,2,2020-08-03,2020-12-21
45,1,2,1,4,2,2,3,154,49,2,2020-07-20,2020-09-07
46,4,2,3,4,1,3,2,378,28,3,2021-03-01,2021-03-29
47,3,2,3,4,1,2,3,406,98,3,2021-03-29,2021-07-05
48,1,1,1,3,4,3,4,399,84,2,2021-03-22,2021-06-14
49,1,1,2,2,4,3,3,203,42,2,2020-09-07,2020-10-19
50,4,2,1,4,1,2,3,161,126,2,2020-07-27,2020-11-30
51,3,4,2,1,1,2,2,91,7,2,2020-05-18,2020-05-25
52,2,1,3,4,3,1,4,196,63,2,2020-08-31,2020-11-02
53,2,2,2,3,2,3,4,49,105,3,2020-04-06,2020-07-20
54,1,2,2,3,3,3,3,91,49,2,2020-05-18,2020-07-06
55,4,2,3,4,2,2,4,406,147,3,2021-03-29,2021-08-23
56,4,2,3,2,1,1,3,301,105,1,2020-12-14,2021-03-29
57,3,3,2,3,4,2,3,119,49,2,2020-06-15,2020-08-03
58,4,1,3,3,1,2,2,245,56,2,2020-10-19,2020-12-14
59,3,4,1,1,1,4,3,420,98,2,2021-04-12,2021-07-19
60,1,1,2,3,3,1,2,252,28,2,2020-10-26,2020-11-23
61,2,3,4,3,2,2,4,98,84,2,2020-05-25,2020-08-17
62,2,2,3,3,1,2,4,399,77,3,2021-03-22,2021-06-07
63,3,3,2,3,2,3,3,42,91,2,2020-03-30,2020-06-29
64,1,2,2,4,2,4,2,434,84,3,2021-04-26,2021-07-19
65,3,4,3,1,1,2,3,399,105,2,2021-03-22,2021-07-05
66,4,1,1,3,1,2,4,294,70,2,2020-12-07,2021-02-15
67,3,2,3,2,4,2,3,350,28,2,2021-02-01,2021-03-01
68,2,1,1,3,4,2,1,217,28,2,2020-09-21,2020-10-19
69,4,1,4,3,1,1,3,434,63,2,2021-04-26,2021-06-28
70,1,2,1,1,3,2,2,420,42,2,2021-04-12,2021-05-24
71,4,4,2,2,2,1,2,343,77,2,2021-01-25,2021-04-12
72,2,1,2,3,2,2,3,147,84,2,2020-07-13,2020-10-05
73,3,4,2,3,1,3,4,105,147,2,2020-06-01,2020-10-26
74,4,1,3,2,2,2,2,322,112,2,2021-01-04,2021-04-26
75,3,2,2,3,2,3,4,196,7,2,2020-08-31,2020-09-07
76,1,2,2,1,2,1,3,154,112,0,2020-07-20,2020-11-09
77,3,2,2,1,3,1,4,203,140,2,2020-09-07,2021-01-25
78,3,2,2,3,3,2,4,427,91,2,2021-04-19,2021-07-19
79,3,1,3,1,1,1,3,238,77,0,2020-10-12,2020-12-28
80,4,1,3,3,2,2,1,434,119,2,2021-04-26,2021-08-23
81,3,1,1,3,1,2,1,105,21,2,2020-06-01,2020-06-22
82,1,1,1,1,1,3,1,252,119,2,2020-10-26,2021-02-22
83,3,2,4,3,2,1,2,91,49,2,2020-05-18,2020-07-06
84,3,3,4,4,1,1,4,105,98,2,2020-06-01,2020-09-07
85,4,3,1,3,1,2,3,427,49,2,2021-04-19,2021-06-07
86,4,3,2,1,3,2,1,252,49,2,2020-10-26,2020-12-14
87,3,3,4,3,2,1,4,91,84,2,2020-05-18,2020-08-10
88,2,1,2,1,1,1,4,336,42,0,2021-01-18,2021-03-01
89,3,3,4,3,1,1,1,336,77,2,2021-01-18,2021-04-05
90,3,2,2,4,2,1,3,147,98,2,2020-07-13,2020-10-19
91,1,3,3,3,3,2,4,315,84,2,2020-12-28,2021-03-22
92,3,1,3,3,3,2,2,42,133,2,2020-03-30,2020-08-10
93,1,3,2,1,4,2,4,392,77,2,2021-03-15,2021-05-31
94,2,2,3,3,4,3,3,336,91,2,2021-01-18,2021-04-19
95,1,3,1,3,1,3,1,301,126,2,2020-12-14,2021-04-19
96,2,1,2,3,2,4,3,238,77,2,2020-10-12,2020-12-28
97,4,2,1,3,2,1,2,252,14,2,2020-10-26,2020-11-09
98,3,1,1,3,2,2,3,84,126,2,2020-05-11,2020-09-14
99,3,2,2,1,1,1,4,182,140,0,2020-08-17,2021-01-04
