,Week5_Covid,Week4_Covid,Week3_Covid,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Days_passed,Duration,Class_label,Start_date,End_date
33,3,3,3,4,2,2,4,357,28,1,2021-02-08,2021-03-08
34,3,3,1,2,4,2,3,56,14,2,2020-04-13,2020-04-27
35,3,1,3,2,1,2,4,56,77,1,2020-04-13,2020-06-29
36,3,4,2,3,1,2,4,427,42,2,2021-04-19,2021-05-31
37,1,3,2,1,4,2,2,77,21,2,2020-05-04,2020-05-25
38,3,2,3,4,1,4,3,231,77,3,2020-10-05,2020-12-21
39,4,4,4,1,2,4,2,133,21,2,2020-06-29,2020-07-20
40,3,1,2,4,4,1,2,350,91,2,2021-02-01,2021-05-03
41,3,2,2,2,1,2,2,357,84,2,2021-02-08,2021-05-03
42,3,1,4,2,2,2,3,399,91,2,2021-03-22,2021-06-21
43,2,4,2,4,2,3,1,420,7,2,2021-04-12,2021-04-19
44,1,4,2,3,1,1,4,84,77,2,2020-05-11,2020-07-27
45,1,3,2,1,2,1,1,49,63,0,2020-04-06,2020-06-08
46,1,4,3,4,3,1,1,161,35,1,2020-07-27,2020-08-31
47,4,2,3,1,1,2,3,70,112,3,2020-04-27,2020-08-17
48,3,1,2,3,1,3,3,203,49,2,2020-09-07,2020-10-26
49,1,1,1,2,3,2,4,147,119,2,2020-07-13,2020-11-09
50,3,2,2,3,2,3,2,294,77,2,2020-12-07,2021-02-22
51,3,4,2,4,4,2,2,308,84,2,2020-12-21,2021-03-15
52,3,1,3,3,1,2,3,350,49,2,2021-02-01,2021-03-22
53,4,1,2,3,1,1,2,266,147,2,2020-11-09,2021-04-05
54,1,1,2,1,2,2,3,322,140,2,2021-01-04,2021-05-24
55,3,2,2,2,1,3,3,357,119,2,2021-02-08,2021-06-07
56,3,1,4,4,1,3,3,259,21,2,2020-11-02,2020-11-23
57,3,1,1,4,1,3,2,119,28,2,2020-06-15,2020-07-13
58,4,3,1,2,2,2,3,287,84,2,2020-11-30,2021-02-22
59,2,3,3,4,1,2,2,210,133,2,2020-09-14,2021-01-25
60,3,1,3,2,4,4,2,343,112,2,2021-01-25,2021-05-17
61,3,1,2,1,3,4,3,350,147,2,2021-02-01,2021-06-28
62,4,3,2,3,2,2,4,385,49,2,2021-03-08,2021-04-26
63,2,3,4,4,1,2,3,133,91,2,2020-06-29,2020-09-28
64,4,1,2,3,1,2,2,245,98,2,2020-10-19,2021-01-25
65,2,2,2,4,2,1,2,140,140,3,2020-07-06,2020-11-23
66,3,1,3,4,1,2,2,175,21,2,2020-08-10,2020-08-31
67,3,3,3,4,1,2,2,210,91,2,2020-09-14,2020-12-14
68,3,2,3,1,3,2,3,49,98,2,2020-04-06,2020-07-13
69,3,1,1,3,2,2,3,308,112,2,2020-12-21,2021-04-12
70,1,4,4,2,4,4,3,336,35,2,2021-01-18,2021-02-22
71,1,1,2,4,2,2,4,280,21,2,2020-11-23,2020-12-14
72,3,3,3,3,4,3,1,231,35,2,2020-10-05,2020-11-09
73,3,4,4,4,4,4,1,42,84,2,2020-03-30,2020-06-22
74,4,3,2,3,2,2,1,196,63,2,2020-08-31,2020-11-02
75,3,1,2,1,1,4,4,343,70,2,2021-01-25,2021-04-05
76,3,2,1,2,3,3,3,364,84,2,2021-02-15,2021-05-10
77,1,1,2,3,3,2,3,273,49,2,2020-11-16,2021-01-04
78,1,2,2,1,4,2,3,301,14,2,2020-12-14,2020-12-28
79,4,3,2,3,2,2,2,301,140,2,2020-12-14,2021-05-03
80,3,3,1,4,3,1,3,231,70,2,2020-10-05,2020-12-14
81,4,2,2,2,2,1,4,231,56,2,2020-10-05,2020-11-30
82,3,4,2,3,3,2,2,273,119,2,2020-11-16,2021-03-15
83,1,1,1,2,3,1,2,196,140,2,2020-08-31,2021-01-18
84,1,2,1,4,3,3,3,112,21,2,2020-06-08,2020-06-29
85,3,1,2,4,4,1,2,266,91,2,2020-11-09,2021-02-08
86,1,4,3,2,1,1,2,231,126,2,2020-10-05,2021-02-08
87,4,1,3,3,1,3,3,343,112,2,2021-01-25,2021-05-17
88,4,1,2,1,1,2,4,329,70,2,2021-01-11,2021-03-22
89,1,1,1,3,1,2,3,224,21,2,2020-09-28,2020-10-19
90,3,2,2,1,1,2,1,413,77,0,2021-04-05,2021-06-21
91,3,1,2,3,1,3,4,203,147,2,2020-09-07,2021-02-01
92,1,1,2,3,3,1,4,364,105,2,2021-02-15,2021-05-31
93,1,1,1,1,3,3,3,126,84,2,2020-06-22,2020-09-14
94,1,1,2,3,1,1,3,196,91,2,2020-08-31,2020-11-30
95,3,1,2,2,1,2,3,308,98,2,2020-12-21,2021-03-29
96,3,1,2,3,3,4,3,350,49,2,2021-02-01,2021-03-22
97,4,3,4,3,1,2,2,210,70,2,2020-09-14,2020-11-23
98,1,4,1,4,2,4,3,196,119,2,2020-08-31,2020-12-28
99,4,1,3,3,4,3,3,266,98,2,2020-11-09,2021-02-15
