,Week5_Covid,Week4_Covid,Week3_Covid,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Days_passed,Duration,Class_label,Start_date,End_date
37,2,1,3,3,2,1,2,329,119,2,2021-01-11,2021-05-10
38,3,2,2,1,4,1,2,378,56,2,2021-03-01,2021-04-26
39,3,2,1,3,2,3,3,273,21,2,2020-11-16,2020-12-07
40,2,3,1,3,1,4,2,406,119,2,2021-03-29,2021-07-26
41,1,1,2,1,3,2,3,427,70,2,2021-04-19,2021-06-28
42,3,1,3,1,2,3,3,385,14,2,2021-03-08,2021-03-22
43,2,3,1,3,3,2,3,154,49,2,2020-07-20,2020-09-07
44,4,1,1,3,1,2,4,224,105,2,2020-09-28,2021-01-11
45,4,1,3,3,2,1,2,224,105,2,2020-09-28,2021-01-11
46,3,2,1,3,1,3,3,308,7,2,2020-12-21,2020-12-28
47,3,2,4,3,3,4,3,392,77,2,2021-03-15,2021-05-31
48,3,2,2,3,1,2,3,322,70,2,2021-01-04,2021-03-15
49,3,1,1,2,1,1,4,168,35,2,2020-08-03,2020-09-07
50,2,1,1,4,3,2,3,280,98,2,2020-11-23,2021-03-01
51,4,4,2,3,3,1,2,252,42,1,2020-10-26,2020-12-07
52,4,3,1,3,1,2,1,259,56,3,2020-11-02,2020-12-28
53,3,1,3,2,1,3,3,273,98,2,2020-11-16,2021-02-22
54,4,2,4,4,2,3,4,56,28,2,2020-04-13,2020-05-11
55,1,4,1,3,3,1,3,266,91,2,2020-11-09,2021-02-08
56,1,4,2,3,1,2,2,427,42,2,2021-04-19,2021-05-31
57,3,1,3,4,4,4,1,63,49,2,2020-04-20,2020-06-08
58,3,4,2,1,1,1,3,189,70,2,2020-08-24,2020-11-02
59,3,1,2,3,1,1,2,91,21,2,2020-05-18,2020-06-08
60,1,3,3,3,1,3,1,70,7,2,2020-04-27,2020-05-04
61,3,1,2,3,1,2,3,49,56,2,2020-04-06,2020-06-01
62,1,2,1,3,2,1,1,364,49,0,2021-02-15,2021-04-05
63,3,2,3,3,1,3,4,70,84,3,2020-04-27,2020-07-20
64,4,2,1,3,3,2,3,91,112,2,2020-05-18,2020-09-07
65,2,1,2,4,2,1,4,133,63,2,2020-06-29,2020-08-31
66,3,1,3,3,1,2,3,217,126,2,2020-09-21,2021-01-25
67,4,4,1,3,1,2,3,182,42,2,2020-08-17,2020-09-28
68,3,1,2,1,1,2,3,210,126,2,2020-09-14,2021-01-18
69,3,2,3,2,1,2,2,301,133,2,2020-12-14,2021-04-26
70,3,1,1,3,4,1,3,77,56,2,2020-05-04,2020-06-29
71,1,1,2,4,1,2,4,189,70,2,2020-08-24,2020-11-02
72,3,2,1,3,3,1,4,406,105,2,2021-03-29,2021-07-12
73,3,3,2,1,3,2,4,77,63,2,2020-05-04,2020-07-06
74,1,2,1,1,1,3,3,329,7,2,2021-01-11,2021-01-18
75,3,2,2,2,2,2,3,203,56,2,2020-09-07,2020-11-02
76,4,3,1,2,3,3,2,112,70,2,2020-06-08,2020-08-17
77,3,1,4,3,2,2,2,224,28,2,2020-09-28,2020-10-26
78,3,1,2,3,2,2,4,329,98,2,2021-01-11,2021-04-19
79,2,4,4,3,1,4,1,406,119,2,2021-03-29,2021-07-26
80,1,2,4,3,2,4,3,168,147,2,2020-08-03,2020-12-28
81,3,2,2,2,3,1,2,189,42,2,2020-08-24,2020-10-05
82,1,3,4,3,2,2,1,42,56,2,2020-03-30,2020-05-25
83,3,3,2,3,2,1,1,154,7,2,2020-07-20,2020-07-27
84,1,2,4,1,1,2,3,413,14,2,2021-04-05,2021-04-19
85,1,4,3,1,2,1,2,343,35,2,2021-01-25,2021-03-01
86,4,2,3,3,4,3,4,287,14,3,2020-11-30,2020-12-14
87,3,2,1,4,1,4,2,119,84,2,2020-06-15,2020-09-07
88,1,4,2,4,1,2,3,294,119,2,2020-12-07,2021-04-05
89,1,1,2,3,1,1,2,147,91,2,2020-07-13,2020-10-12
90,3,2,1,2,1,3,3,371,70,2,2021-02-22,2021-05-03
91,2,1,1,4,1,1,3,287,84,2,2020-11-30,2021-02-22
92,3,1,1,3,1,2,4,266,63,2,2020-11-09,2021-01-11
93,4,1,2,2,1,1,1,406,21,2,2021-03-29,2021-04-19
94,3,2,1,3,1,3,3,126,42,2,2020-06-22,2020-08-03
95,4,1,3,4,3,3,2,434,35,2,2021-04-26,2021-05-31
96,4,1,3,4,4,3,4,406,133,2,2021-03-29,2021-08-09
97,4,1,1,3,1,4,2,56,119,2,2020-04-13,2020-08-10
98,3,2,2,3,1,3,2,175,98,2,2020-08-10,2020-11-16
99,2,1,1,3,1,2,2,420,77,2,2021-04-12,2021-06-28
