,Week5_Covid,Week4_Covid,Week3_Covid,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Days_passed,Duration,Class_label,Start_date,End_date
49,3,2,2,4,2,1,3,245,49,2,2020-10-19,2020-12-07
50,1,2,4,2,2,1,2,420,84,2,2021-04-12,2021-07-05
51,3,2,1,3,1,2,4,329,112,2,2021-01-11,2021-05-03
52,3,2,2,2,1,2,3,406,91,2,2021-03-29,2021-06-28
53,3,1,4,3,1,4,3,63,133,2,2020-04-20,2020-08-31
54,3,1,2,3,3,4,3,357,133,2,2021-02-08,2021-06-21
55,3,2,2,4,2,2,2,329,63,2,2021-01-11,2021-03-15
56,4,2,1,4,4,3,2,56,7,2,2020-04-13,2020-04-20
57,3,1,2,2,2,2,4,252,49,2,2020-10-26,2020-12-14
58,2,1,3,2,1,2,3,280,28,2,2020-11-23,2020-12-21
59,4,2,2,1,3,1,3,259,28,2,2020-11-02,2020-11-30
60,3,2,4,3,4,3,1,427,112,2,2021-04-19,2021-08-09
61,4,2,3,4,3,2,1,350,28,3,2021-02-01,2021-03-01
62,3,1,2,2,3,1,3,378,49,2,2021-03-01,2021-04-19
63,4,3,2,4,1,2,1,392,35,2,2021-03-15,2021-04-19
64,3,2,2,4,2,2,4,168,105,2,2020-08-03,2020-11-16
65,4,2,1,3,4,1,4,42,140,2,2020-03-30,2020-08-17
66,2,1,2,2,3,2,1,119,84,2,2020-06-15,2020-09-07
67,4,3,1,1,2,2,3,63,98,2,2020-04-20,2020-07-27
68,3,1,2,3,1,4,4,266,147,2,2020-11-09,2021-04-05
69,3,2,1,4,2,3,2,140,21,2,2020-07-06,2020-07-27
70,3,1,2,3,1,1,3,168,49,2,2020-08-03,2020-09-21
71,4,3,2,3,1,1,2,371,56,2,2021-02-22,2021-04-19
72,4,3,2,3,1,2,2,406,14,2,2021-03-29,2021-04-12
73,1,2,1,3,1,1,2,112,119,2,2020-06-08,2020-10-05
74,4,4,3,3,3,3,3,343,133,1,2021-01-25,2021-06-07
75,3,1,2,1,4,1,2,189,98,2,2020-08-24,2020-11-30
76,2,2,2,3,3,2,3,231,56,3,2020-10-05,2020-11-30
77,4,2,4,3,3,2,2,259,105,2,2020-11-02,2021-02-15
78,3,1,2,3,1,3,4,98,63,2,2020-05-25,2020-07-27
79,1,3,2,3,2,1,3,357,84,2,2021-02-08,2021-05-03
80,4,1,3,3,1,2,3,392,63,2,2021-03-15,2021-05-17
81,4,2,1,4,1,2,3,182,98,2,2020-08-17,2020-11-23
82,3,1,2,3,2,1,3,210,63,2,2020-09-14,2020-11-16
83,2,2,2,4,1,2,3,441,91,3,2021-05-03,2021-08-02
84,3,2,2,2,3,1,2,49,14,2,2020-04-06,2020-04-20
85,4,1,2,1,1,1,1,161,112,0,2020-07-27,2020-11-16
86,1,3,2,4,1,4,3,406,98,2,2021-03-29,2021-07-05
87,4,1,1,2,3,2,4,259,77,2,2020-11-02,2021-01-18
88,4,1,2,4,3,2,2,343,28,2,2021-01-25,2021-02-22
89,1,1,2,2,1,3,2,147,63,2,2020-07-13,2020-09-14
90,2,1,4,3,1,3,2,105,42,2,2020-06-01,2020-07-13
91,1,1,3,4,1,2,2,126,42,2,2020-06-22,2020-08-03
92,4,2,4,2,3,1,1,252,126,2,2020-10-26,2021-03-01
93,4,1,2,3,1,1,4,161,112,2,2020-07-27,2020-11-16
94,3,3,1,3,2,4,2,420,7,2,2021-04-12,2021-04-19
95,1,3,3,3,3,4,3,329,77,2,2021-01-11,2021-03-29
96,4,1,4,3,3,2,3,378,105,2,2021-03-01,2021-06-14
97,1,1,1,3,3,2,3,182,133,2,2020-08-17,2020-12-28
98,4,4,4,4,1,2,4,231,91,2,2020-10-05,2021-01-04
99,1,2,2,2,3,3,3,161,91,2,2020-07-27,2020-10-26
