,Week5_Covid,Week4_Covid,Week3_Covid,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Days_passed,Duration,Class_label,start_date,end_date
51,2,3,1,3,4,2,1,350,119,2,2021-02-01,2021-05-31
52,4,4,1,2,2,3,2,287,14,2,2020-11-30,2020-12-14
53,1,1,2,1,2,1,3,126,49,2,2020-06-22,2020-08-10
54,4,3,1,3,2,3,4,273,14,2,2020-11-16,2020-11-30
55,3,3,2,3,3,1,3,322,98,2,2021-01-04,2021-04-12
56,3,3,3,3,2,4,3,84,21,2,2020-05-11,2020-06-01
57,4,1,2,2,3,1,3,273,56,2,2020-11-16,2021-01-11
58,4,3,1,1,2,1,2,210,42,2,2020-09-14,2020-10-26
59,3,4,4,2,4,3,4,217,7,2,2020-09-21,2020-09-28
60,4,4,1,3,2,3,4,406,147,2,2021-03-29,2021-08-23
61,1,3,1,3,1,1,4,63,147,2,2020-04-20,2020-09-14
62,1,2,1,4,1,3,3,140,70,2,2020-07-06,2020-09-14
63,1,1,3,2,3,2,2,175,84,2,2020-08-10,2020-11-02
64,3,2,1,1,1,3,4,322,133,2,2021-01-04,2021-05-17
65,1,1,4,4,1,1,4,112,63,2,2020-06-08,2020-08-10
66,1,1,2,4,1,2,3,154,7,2,2020-07-20,2020-07-27
67,1,3,2,2,3,3,3,315,133,2,2020-12-28,2021-05-10
68,3,3,3,4,1,1,3,119,42,2,2020-06-15,2020-07-27
69,2,1,3,3,1,3,2,98,70,2,2020-05-25,2020-08-03
70,3,2,2,4,1,1,2,231,119,2,2020-10-05,2021-02-01
71,3,2,2,2,2,3,2,385,63,2,2021-03-08,2021-05-10
72,4,1,2,2,2,1,3,336,147,2,2021-01-18,2021-06-14
73,2,3,1,3,1,1,3,364,119,2,2021-02-15,2021-06-14
74,4,4,2,4,1,3,4,287,70,2,2020-11-30,2021-02-08
75,2,3,1,1,1,2,3,252,133,2,2020-10-26,2021-03-08
76,4,1,3,4,2,1,4,322,77,2,2021-01-04,2021-03-22
77,1,2,2,3,2,4,4,427,70,2,2021-04-19,2021-06-28
78,1,2,2,3,1,1,1,154,70,0,2020-07-20,2020-09-28
79,4,2,2,3,4,2,2,133,98,2,2020-06-29,2020-10-05
80,1,1,1,3,3,2,2,364,112,2,2021-02-15,2021-06-07
81,1,1,1,4,4,1,2,189,70,2,2020-08-24,2020-11-02
82,1,4,2,2,3,1,4,203,84,2,2020-09-07,2020-11-30
83,4,1,3,4,3,2,3,168,91,3,2020-08-03,2020-11-02
84,3,3,3,1,2,1,4,308,98,2,2020-12-21,2021-03-29
85,4,3,2,4,1,4,4,399,63,2,2021-03-22,2021-05-24
86,2,3,1,3,1,2,4,434,98,2,2021-04-26,2021-08-02
87,4,2,2,1,4,2,2,406,56,2,2021-03-29,2021-05-24
88,1,2,3,3,3,3,3,217,42,2,2020-09-21,2020-11-02
89,3,1,2,2,3,2,2,308,7,2,2020-12-21,2020-12-28
90,3,1,2,4,4,1,3,231,42,2,2020-10-05,2020-11-16
91,4,1,2,3,4,2,3,161,63,2,2020-07-27,2020-09-28
92,1,1,4,1,3,3,1,252,56,2,2020-10-26,2020-12-21
93,4,3,2,1,3,3,3,280,84,2,2020-11-23,2021-02-15
94,4,4,3,2,2,2,4,336,21,1,2021-01-18,2021-02-08
95,4,1,3,1,1,3,2,420,35,2,2021-04-12,2021-05-17
96,2,1,2,3,1,3,4,210,147,2,2020-09-14,2021-02-08
97,4,4,2,2,1,2,4,49,21,2,2020-04-06,2020-04-27
98,4,1,1,1,3,3,2,252,21,2,2020-10-26,2020-11-16
99,1,3,3,3,1,2,3,406,70,2,2021-03-29,2021-06-07
